f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,answer
1.391176,0.500846,0.024135,0.824501,-0.341081,1.067522,1.463580,0.019899,-0.562443,2.740658,1.300090
1.538764,1.061337,1.278688,0.791418,0.729504,1.808684,5.374828,1.011977,1.154685,4.670208,7.043849
0.432813,2.317066,0.305521,1.407017,1.468519,1.342862,1.349377,0.429874,4.132462,4.462417,6.128164
1.175035,0.703393,1.418191,1.074993,0.736292,0.803435,5.429607,1.524545,1.583017,4.371612,5.982855
1.856680,2.201986,1.049654,1.480913,0.036606,2.577754,5.005642,1.554446,0.108421,6.589233,5.740008
1.132622,0.874433,0.490492,1.262935,-0.011860,0.744120,2.604098,0.619459,-0.029957,3.760482,3.748924
1.000151,0.965801,2.076655,1.048309,2.152513,0.917643,7.230118,2.176977,4.512998,5.090917,9.598889
-0.935358,0.811145,0.622468,-0.261903,1.535180,0.137690,0.932047,-0.163026,-0.804136,0.236352,2.591589
1.964558,2.511033,1.226300,1.471258,1.566529,3.004333,5.643457,1.804204,4.609537,7.173149,9.873593
1.709635,0.689088,1.524361,1.028307,1.059433,1.370416,6.282720,1.567512,2.178846,4.951392,6.044877
-0.358237,1.455878,0.074450,1.851123,0.645244,-0.753482,-0.134887,0.137816,2.388851,3.023214,2.985700
0.529928,1.261631,0.595534,1.096937,1.125312,0.694623,2.316531,0.653263,2.468791,3.484030,5.873991
1.441067,1.494885,0.759892,1.031439,1.871166,1.904512,3.720744,0.783783,3.859988,4.727283,7.585497
-0.549532,-0.001370,1.388909,2.449213,-0.370904,-3.000115,3.617196,3.401734,-1.816844,3.287220,2.435565
1.685727,1.073003,1.695706,1.628988,-0.530235,1.129741,6.772846,2.762286,-1.727493,6.083424,5.742360
0.854552,0.735958,1.150066,0.903379,-0.944061,0.687131,4.304749,1.038945,-1.705691,3.643955,2.171475
1.059720,1.144843,-0.508026,0.719247,2.512089,1.485316,-0.464357,-0.365396,3.613625,2.415785,8.334545
1.109778,1.525432,0.672644,2.253791,1.577346,0.381419,3.127710,1.515999,7.110017,5.561645,8.026206
-0.131085,1.143245,2.806047,-0.149659,0.180616,1.161819,8.287056,-0.419949,-0.054061,3.668549,1.084382
1.025431,1.452083,0.869664,2.207406,1.687661,0.270108,3.634424,1.919703,7.450705,5.554585,10.472067
0.441532,0.211236,0.617262,1.761997,0.393872,-1.109228,2.293318,1.087613,1.388003,3.032026,4.828571
0.810744,1.012684,1.356588,1.313952,2.718625,0.509476,4.880509,1.782492,7.144283,4.493968,8.338615
0.092639,1.641880,0.026105,2.836700,1.521400,-1.102181,0.170955,0.074053,8.631513,4.597324,5.410897
1.036940,2.020423,0.893469,1.548589,1.748016,1.508774,3.717348,1.383617,5.413916,5.499421,9.630375
1.665223,0.514929,1.237424,0.504198,0.520462,1.675954,5.377494,0.623906,0.524832,3.921773,4.303285
0.945639,1.569685,1.119983,0.365584,1.490140,2.149740,4.305587,0.409448,1.089544,4.000891,6.405820
0.842671,0.787800,0.418344,1.112414,1.462811,0.518056,2.097704,0.465372,3.254503,3.161229,7.015800
0.737758,0.366003,0.951686,0.653217,-0.443816,0.450544,3.592817,0.621657,-0.579816,2.708664,2.421905
1.268598,-0.245169,1.474456,0.987223,-0.441833,0.036206,5.691966,1.455617,-0.872375,3.485108,2.951225
1.667586,1.799870,1.055564,0.438567,1.023214,3.028890,4.834279,0.462935,0.897496,4.961587,8.258242
0.563537,1.233094,0.013997,0.497163,1.778377,1.299469,0.605529,0.006959,1.768285,2.307791,6.582184
1.401992,0.653208,1.016538,0.546687,1.841284,1.508513,4.451607,0.555728,2.013212,3.618425,7.578156
2.308697,0.272006,1.270055,0.161282,1.095131,2.419422,6.118862,0.204837,0.353249,4.012040,5.647625
0.761614,1.381407,1.432092,2.190055,1.263374,-0.047033,5.057889,3.136359,5.533717,5.765168,9.080443
1.784445,1.172816,0.461355,1.584575,1.821501,1.372686,3.168511,0.731052,5.772610,5.003192,9.108584
1.635261,0.080114,1.664814,0.537500,0.161621,1.177875,6.629703,0.894837,0.173743,3.917689,3.668815
-0.145631,1.180104,0.939288,0.690617,0.908001,0.343856,2.672233,0.648688,1.254162,2.664378,4.799141
1.918188,0.619669,1.276730,0.299103,0.340531,2.238754,5.748376,0.381874,0.203708,4.113690,3.986464
1.178364,1.272242,1.425611,0.963610,1.168506,1.486996,5.455197,1.373733,2.251969,4.839827,7.353110
0.828219,2.281179,1.472001,1.540933,0.486439,1.568464,5.244224,2.268256,1.499139,6.122333,6.641554
0.212473,2.406663,2.632491,0.410714,1.231368,2.208422,8.109945,1.081202,1.011481,5.662341,6.907295
1.660664,-0.373102,-0.233740,0.226699,0.610351,1.060863,0.959443,-0.052989,0.276732,1.280521,3.764917
0.551070,0.654964,1.786714,-0.950255,0.944378,2.156290,5.911213,-1.697835,-1.794800,2.042493,2.828927
0.822201,-0.561382,1.211169,1.619114,2.770069,-1.358295,4.455708,1.961020,8.970113,3.091102,8.519744
1.450174,1.037863,0.193590,0.562114,2.129680,1.925923,2.030944,0.108820,2.394248,3.243742,8.280908
-0.429810,1.968461,1.917406,1.002664,1.396986,0.535986,5.322407,1.922514,2.801416,4.458720,7.928285
0.886010,-0.070351,1.091622,-0.787663,1.171902,1.603322,4.160877,-0.859831,-1.846129,1.119618,2.660061
0.697954,0.038504,2.068403,1.054481,0.745465,-0.318023,6.903162,2.181091,1.572157,3.859342,4.682440
-0.193698,1.304739,1.211880,-0.783013,0.112795,1.894054,3.441942,-0.948918,-0.176640,1.539908,0.761097
1.235434,2.696030,1.615427,1.858707,1.215818,2.072758,6.081714,3.002605,4.519697,7.405598,9.291953
0.253143,0.727910,1.280779,0.037571,1.925077,0.943483,4.095481,0.048120,0.144653,2.299404,5.662237
0.384723,1.510518,1.411813,0.612734,1.564410,1.282507,4.620161,0.865065,1.917133,3.919787,6.425675
1.197193,1.546704,-0.363806,0.604931,0.708369,2.138966,0.105774,-0.220078,0.857029,2.985021,4.155651
0.156882,0.917551,1.390914,0.465974,1.870348,0.608458,4.329622,0.648129,1.743066,2.931320,7.254510
0.853567,1.066869,0.380580,0.405728,0.790042,1.514708,1.995307,0.154412,0.641085,2.706745,5.253740
0.210175,0.993041,2.206591,0.878467,2.001059,0.324749,6.829947,1.938417,3.515728,4.288273,7.544844
2.864578,0.557389,2.368660,2.073381,1.231439,1.348587,9.970558,4.911133,5.106482,7.864008,12.165536
0.947913,0.689576,0.458792,0.324212,1.120529,1.313278,2.324289,0.148746,0.726577,2.420493,5.771924
0.802178,-0.932241,1.617175,1.241862,0.725944,-1.371925,5.653702,2.008308,1.803044,2.728974,4.104535
0.930446,-0.543882,0.699233,1.962001,0.576555,-1.575437,3.028145,1.371896,2.262404,3.047798,3.136754
1.938512,-0.274616,-0.287546,-0.079359,0.444063,1.743255,1.075874,0.022819,-0.070481,1.296990,2.672598
1.482113,2.146631,0.491113,2.162250,0.649558,1.466494,2.955451,1.061908,2.809011,6.282106,7.567260
0.990330,2.829527,-0.845776,0.351561,1.558697,3.468296,-1.546997,-0.297342,1.095954,3.325642,8.543055
2.127653,0.190452,2.383438,1.437499,1.613848,0.880606,9.277968,3.426191,4.639810,6.139042,11.439199
1.041921,0.619908,2.374248,0.429611,0.148829,1.232219,8.164666,1.020002,0.127877,4.465688,5.169502
1.359269,1.039878,0.724489,0.292925,0.351955,2.106222,3.532737,0.212221,0.206193,3.416562,5.453083
-0.165452,2.910975,1.118083,0.851291,0.717342,1.894232,3.188798,0.951814,1.221334,4.714897,7.127743
0.409598,-0.069441,0.679227,1.545956,1.584597,-1.205799,2.447279,1.050055,4.899433,2.565340,6.618315
-0.051869,0.888113,1.753091,0.377198,1.160112,0.459046,5.207403,0.661263,0.875184,2.966533,4.948220
0.228419,0.207465,0.752805,1.784305,0.378290,-1.348421,2.486834,1.343234,1.349968,2.972994,4.418662
0.972110,1.940223,1.066142,2.719660,-0.375967,0.192672,4.170536,2.899544,-2.045005,6.698135,7.464839
1.242888,2.133820,1.255905,1.270679,1.380811,2.106029,5.010603,1.595852,3.509136,5.903292,9.031812
1.389773,2.128533,0.839199,1.502327,0.439726,2.015979,3.907370,1.260751,1.321224,5.859832,7.123770
1.601266,1.868244,0.867016,1.098569,1.915250,2.370941,4.202313,0.952476,4.208066,5.435094,9.047877
1.195905,0.624663,1.036836,0.636452,-0.382634,1.184115,4.306412,0.659897,-0.487056,3.493856,3.307194
0.375525,0.046082,1.618986,1.914469,0.957756,-1.492863,5.232484,3.099499,3.667188,3.955061,5.495655
-1.319996,0.627634,0.890674,-1.281431,0.237402,0.589069,1.352026,-1.141337,-0.608429,-1.083119,-0.696816
0.992797,2.250988,0.319784,0.995137,1.056525,2.248648,1.952149,0.318229,2.102775,4.558706,5.152559
2.634098,0.941759,0.557236,2.633906,2.122564,0.941951,4.305805,1.467706,11.181267,6.766998,10.375205
-0.136193,1.717687,1.736916,0.479996,1.013848,1.101498,5.074556,0.833713,0.973286,3.798406,6.455451
1.497551,0.822778,0.877705,0.871031,0.065326,1.449298,4.130666,0.764508,0.113802,4.069065,2.995674
0.431074,0.110805,0.714706,1.819520,1.534538,-1.277641,2.575191,1.300421,5.584242,3.076104,5.298895
2.458998,0.635729,-0.138293,0.058080,1.712952,3.036647,2.044119,-0.008032,0.198976,3.014514,7.710195
2.186525,0.545737,1.839413,-0.855240,0.363584,3.587502,7.704764,-1.573139,-0.621904,3.716435,2.708176
0.494355,0.347806,0.935880,1.564748,1.610215,-0.722587,3.301995,1.464417,5.039164,3.342790,6.174704
1.426009,0.238796,0.585805,0.404048,1.009248,1.260757,3.183424,0.236694,0.815570,2.654658,3.995236
1.079179,2.050744,1.780616,0.547741,1.025794,2.582182,6.421026,0.975317,1.123740,5.458280,7.491008
1.315739,0.839562,1.264461,0.951475,1.310952,1.203825,5.109123,1.203104,2.494678,4.371237,5.817169
1.082034,1.284552,1.561484,1.185619,0.008836,1.180967,5.766484,1.851325,0.020951,5.113689,4.113162
0.981241,1.936754,1.451619,-0.169279,1.615961,3.087275,5.336099,-0.245729,-0.547098,4.200335,5.720407
1.259707,-0.099755,1.114327,1.557000,0.664250,-0.397047,4.602689,1.735007,2.068474,3.831279,6.756415
1.118120,1.142694,2.107566,1.362151,-0.072686,0.898663,7.440816,2.870822,-0.198020,5.730530,6.274129
1.154576,1.013413,1.059531,0.709743,1.140564,1.458246,4.333170,0.751995,1.619014,3.937264,5.319013
1.907501,0.657105,0.690204,0.297927,1.200096,2.266679,3.978113,0.205630,0.715081,3.552736,6.540204
0.948886,1.704490,-0.047107,2.759846,1.429959,-0.106470,0.807566,-0.130007,7.892931,5.366114,6.375165
1.317937,1.728575,0.153742,1.132332,1.244483,1.914181,1.779162,0.174087,2.818335,4.332586,6.205758
0.785153,0.622899,0.150000,-0.066975,0.567501,1.475027,1.235152,-0.010046,-0.076017,1.491076,3.770729
1.468268,0.391917,-0.607907,0.410549,0.739535,1.449636,-0.355452,-0.249575,0.607230,1.662827,4.000653
1.270382,0.706801,-0.199795,0.167812,0.428828,1.809371,0.670998,-0.033528,0.143925,1.945200,4.534962
1.256721,1.232585,1.472019,-1.030430,2.150975,3.519735,5.672776,-1.516812,-4.432857,2.930895,5.110285
1.417532,2.387829,0.915845,0.934944,-1.316581,2.870416,4.165068,0.856265,-2.461861,5.656150,2.814588
2.230749,1.657866,-0.197624,-0.230652,1.573010,4.119267,1.637877,0.045582,-0.725635,3.460339,6.341169
0.381141,1.130519,0.242431,2.432054,0.143625,-0.920393,1.108433,0.589604,0.698607,4.186146,2.119024
1.924980,0.881903,1.042914,0.926876,0.294160,1.880007,5.053721,0.966651,0.545299,4.776673,5.394550
0.514017,0.472105,0.973672,0.325578,-0.621607,0.660544,3.435033,0.317006,-0.404763,2.285372,0.882308
0.777627,2.005806,-0.996852,0.239377,0.670555,2.544056,-2.212929,-0.238623,0.321031,2.025958,4.581226
2.718265,1.679575,-0.765186,2.431780,1.740013,1.966059,0.422706,-1.860765,8.462658,6.064434,6.574027
0.865815,0.032238,2.173114,0.596048,0.289782,0.302005,7.385158,1.295280,0.345447,3.667215,3.260626
0.973283,-0.145556,1.464187,1.683362,0.790076,-0.855635,5.365845,2.464758,2.659967,3.975277,6.738112
-0.366540,1.761676,2.219638,0.561459,1.447731,0.833677,6.292374,1.246235,1.625682,4.176232,5.571784
1.412000,2.237410,1.761324,1.686704,2.122040,1.962707,6.695972,2.970831,7.158506,7.097438,12.219670
0.967646,0.947384,-0.406542,-0.201641,-0.014813,2.116670,-0.251980,0.081976,0.005974,1.306846,3.551805
0.904888,0.737212,0.760789,0.753951,1.754647,0.888149,3.187256,0.573598,2.645836,3.156841,6.675951
1.807352,1.516176,1.290452,1.403191,0.863268,1.920337,5.678708,1.810750,2.422658,6.017171,8.891868
0.000369,-0.068105,1.806470,1.138493,1.617741,-1.206229,5.419778,2.056653,3.683575,2.877227,5.385120
0.511200,0.629970,1.997996,1.601015,0.959347,-0.459845,6.505189,3.198823,3.071857,4.740182,6.955375
1.762688,0.477677,1.629803,1.242983,0.669292,0.997382,6.652098,2.025818,1.663838,5.113151,5.394732
0.122354,0.748296,1.205353,0.511756,2.669412,0.358894,3.738413,0.616847,2.732176,2.587759,8.366574
0.543807,0.317175,1.090303,0.888792,2.249403,-0.027810,3.814716,0.969053,3.998502,2.840077,6.252125
1.982586,1.088248,0.808316,0.902907,-0.091861,2.167928,4.407536,0.729835,-0.165884,4.782059,6.327795
0.404366,1.402753,2.150392,0.823749,1.019842,0.983370,6.855540,1.771383,1.680187,4.781260,7.209368
1.573754,1.690283,1.336913,0.656259,0.726897,2.607778,5.584492,0.877362,0.954066,5.257209,7.091305
0.489118,1.139402,0.962071,2.101592,1.859717,-0.473073,3.375331,2.021881,7.816736,4.692183,8.291757
0.546886,0.140655,0.643889,-0.491169,0.678363,1.178710,2.478553,-0.316259,-0.666382,0.840260,2.959647
0.929575,1.432948,0.934965,-0.026412,0.307736,2.388935,3.734470,-0.024694,-0.016256,3.271076,3.328799
1.285190,0.155507,1.978913,2.352849,1.848315,-0.912152,7.221929,4.656083,8.697610,5.772458,10.564487
1.128594,-0.414123,0.969334,0.086762,1.419529,0.627708,4.036596,0.084101,0.246322,1.770567,3.105988
1.207727,0.894962,0.706604,-0.145102,0.140071,2.247792,3.327540,-0.102530,-0.040649,2.664192,3.439205
-0.343718,0.851827,2.031781,-0.104428,2.800742,0.612537,5.751624,-0.212174,-0.584951,2.435462,6.778496
0.650954,1.230803,0.444013,0.788194,1.429482,1.093562,1.982992,0.349968,2.253419,3.113964,5.922480
1.081677,1.493812,0.225464,1.065661,1.529563,1.509828,1.758068,0.240268,3.259990,3.866613,6.325975
1.041325,1.756929,0.859295,2.224382,0.588541,0.573872,3.619210,1.911400,2.618280,5.881930,7.363012
0.331584,1.061660,0.695808,1.730587,0.467028,-0.337342,2.419010,1.204157,1.616467,3.819640,2.787771
1.075734,0.677476,0.841595,0.213593,0.223331,1.539616,3.600518,0.179759,0.095404,2.808398,3.280746
-0.498813,2.318552,1.484133,1.742754,0.810020,0.076985,3.953586,2.586478,2.823331,5.046625,6.980178
0.000917,1.305446,-0.180594,1.596567,1.862582,-0.290205,-0.540867,-0.288331,5.947475,2.722335,6.194678
0.181847,1.520581,2.646338,0.674166,1.548080,1.028263,8.120861,1.784070,2.087325,5.022932,6.942516
0.293633,1.639909,0.216747,1.468382,1.838514,0.465160,0.943873,0.318267,5.399280,3.618670,6.705311
1.011542,1.298580,1.447133,1.945588,1.603348,0.364533,5.352942,2.815526,6.238912,5.702844,9.839167
-0.533519,0.273781,0.066705,-0.244576,1.555454,-0.015162,-0.333403,-0.016315,-0.760854,-0.437609,3.907218
1.039758,2.242042,1.489931,1.854526,0.171941,1.427275,5.509551,2.763115,0.637739,6.626257,7.082260
0.390084,1.085984,1.016013,1.215920,0.211631,0.260148,3.438123,1.235390,0.514653,3.708001,3.935413
0.640501,0.114360,0.835613,0.888183,1.019892,-0.133321,3.147341,0.742177,1.811700,2.478657,3.849092
0.416166,1.372848,0.865666,1.801608,0.427015,-0.012594,3.013163,1.559590,1.538628,4.456288,4.618531
1.197999,0.179968,0.627892,0.985313,1.254285,0.392654,3.081675,0.618670,2.471727,2.991172,5.094744
0.455348,1.446893,2.233237,1.272280,0.059282,0.629960,7.155059,2.841304,0.150846,5.407758,6.172485
2.443499,-0.377094,-0.625522,0.307589,1.245124,1.758816,0.566933,-0.192404,0.765973,1.748472,4.032648
2.222604,-0.645300,1.571904,-0.979491,-1.174267,2.556795,6.938315,-1.539665,2.300367,2.169717,-0.228349
1.169353,1.558980,0.802981,1.959853,0.793383,0.768480,3.578297,1.573725,3.109827,5.491167,7.182637
2.105031,0.013757,-0.961468,1.756667,1.022763,0.362121,-0.779374,-1.688980,3.593310,2.913987,2.748040
1.566821,0.551008,2.919818,1.405064,0.311267,0.712764,10.326274,4.102531,0.874701,6.442710,7.362676
0.701251,2.209721,2.074075,0.903025,-0.717388,2.007946,6.923476,1.872943,-1.295640,5.888072,5.101969
1.175179,0.273964,0.463167,-0.083118,1.613701,1.532261,2.564681,-0.038498,-0.268255,1.829192,5.442389
1.412506,1.429022,1.170765,-0.410408,0.430084,3.251935,4.924800,-0.480491,-0.353019,3.601885,4.531558
1.413217,0.732887,1.346143,0.846638,1.325256,1.299466,5.451645,1.139696,2.244024,4.338885,5.662487
2.086865,1.121376,0.402916,0.513541,0.466336,2.694700,3.295614,0.206914,0.478965,4.124699,5.260321
1.345663,0.280911,0.911533,1.846696,1.432738,-0.220122,4.080262,1.683325,5.291663,4.384803,7.595878
0.480516,2.020323,0.917048,0.715399,2.143220,1.785440,3.231660,0.656056,3.066516,4.133287,8.420068
0.581788,0.377054,0.580648,1.035105,2.051591,-0.076264,2.323733,0.601032,4.247226,2.574595,6.701140
0.975720,1.912395,1.637729,1.377096,1.676989,1.511019,5.888906,2.255310,4.618749,5.902940,9.791046
1.490497,2.230691,0.390043,2.113573,1.541458,1.607615,2.660627,0.824385,6.515968,6.224804,7.221499
0.554181,1.453871,0.909818,1.875908,1.400291,0.132144,3.283634,1.706735,5.253633,4.793778,9.239828
1.568926,0.646550,0.547705,0.296611,1.297819,1.918865,3.212042,0.162455,0.769895,3.059792,5.425900
1.802923,-0.585018,0.765601,0.950213,0.233768,0.267692,4.099727,0.727484,0.444258,2.933719,3.659815
2.312244,1.243120,1.175975,0.931219,0.464729,2.624146,5.840169,1.095090,0.865528,5.662558,5.844517
1.849776,0.559098,1.377413,1.682389,0.572902,0.726485,5.982014,2.317344,1.927688,5.468676,7.414848
0.432601,0.112696,0.743064,0.264292,2.242046,0.281005,2.661791,0.196385,1.185107,1.552651,7.040949
0.162176,-0.291818,-0.380307,-0.122728,0.972980,-0.006914,-0.978745,0.046674,-0.238824,-0.632677,3.199053
-0.095046,1.465178,0.235511,1.093303,-0.683569,0.276828,0.611487,0.257485,-1.494698,2.698946,0.538608
0.057823,1.230862,0.947083,1.178144,0.650521,0.110542,2.899072,1.115800,1.532814,3.413912,4.083803
1.068682,0.664909,0.417367,1.595338,0.651391,0.138253,2.320783,0.665841,2.078378,3.746296,5.054444
1.166377,0.781043,1.753232,1.382948,2.369070,0.564472,6.426074,2.424629,6.552600,5.083600,9.734693
2.068351,-0.305426,0.016622,1.877236,0.679328,-0.114311,2.118216,0.031203,2.550517,3.656782,4.969578
0.946094,0.895095,1.075453,0.304794,0.973759,1.536395,4.172452,0.327791,0.593591,3.221435,3.654143
1.544471,0.015936,1.483202,1.469692,1.142934,0.090715,5.994077,2.179850,3.359522,4.513301,6.155733
1.226689,1.795072,0.152080,0.054611,1.668080,2.967151,1.682929,0.008305,0.182191,3.228452,6.608972
1.783606,1.188117,0.152185,1.453664,1.429394,1.518059,2.240162,0.221227,4.155718,4.577572,7.163941
1.171102,1.610398,0.391408,0.590370,0.021847,2.191131,2.345327,0.231076,0.025796,3.763279,3.770932
2.148952,0.377204,1.512692,-0.223336,0.915899,2.749492,6.687027,-0.337838,-0.409106,3.815512,5.123530
0.618174,1.770385,1.484806,1.229868,0.858440,1.158692,5.072592,1.826115,2.111534,5.103233,7.890795
1.908529,0.665891,0.064689,0.247327,0.818947,2.327093,2.102595,0.015999,0.405095,2.886436,6.377900
-0.165288,0.205420,1.058709,0.695116,1.750168,-0.654983,3.010839,0.735925,2.433139,1.793957,5.182200
0.407702,-0.748549,1.594246,0.705440,1.140119,-1.046287,5.190441,1.124646,1.608572,1.958840,5.901009
1.154329,1.102839,0.798374,2.161538,2.182868,0.095629,3.549451,1.725716,9.436702,5.217079,8.643485
2.270282,0.400253,1.156527,1.655548,0.716991,1.014987,5.739864,1.914686,2.374027,5.482611,8.141947
0.629493,1.079294,2.380741,0.190689,1.174863,1.518098,7.771715,0.453981,0.448067,4.280216,6.332972
1.347840,-0.355290,1.355235,1.198754,1.943612,-0.206204,5.413544,1.624593,4.659826,3.546539,8.171628
1.951525,0.820822,0.606703,0.783358,2.783031,1.988988,3.771633,0.475266,4.360220,4.162408,9.905091
0.125835,2.093261,1.737800,1.921935,1.153600,0.297161,5.339236,3.339939,4.434290,5.878831,8.168651
-0.330439,0.630428,-0.433470,0.185119,1.243427,0.114870,-1.630849,-0.080244,0.460364,0.051638,3.562542
1.098192,1.258727,2.301134,2.744790,1.174082,-0.387872,8.001593,6.316129,6.445219,7.402842,12.654822
2.500148,0.603990,0.484588,2.195751,0.305347,0.908388,3.953913,1.064035,1.340934,5.784477,5.565504
-0.724775,0.304494,2.116383,0.486125,0.240401,-0.906407,5.624373,1.028827,0.233730,2.182227,3.603109
1.650161,1.829712,-0.319314,-0.350217,0.232709,3.830090,0.692218,0.111829,-0.162997,2.810342,4.334232
0.033330,1.227950,1.617442,0.351224,-0.240753,0.910057,4.885655,0.568084,-0.169116,3.229946,2.157341
0.474960,0.051044,1.270241,1.083432,2.255719,-0.557427,4.285683,1.376219,4.887835,2.879677,8.624581
1.968609,0.127276,1.108270,0.106554,-0.096237,1.989331,5.293420,0.118091,-0.020509,3.310709,2.149868
-0.043436,0.710718,1.214935,1.645485,1.448089,-0.978203,3.601371,1.999158,4.765618,3.527703,6.826818
0.405151,0.113152,2.074773,0.811038,1.011519,-0.292735,6.629471,1.682720,1.640760,3.404114,4.398229
1.894355,2.670667,-0.300643,0.375379,2.485876,4.189643,0.992427,-0.112855,1.866289,4.639758,11.592551
1.568482,-0.058626,1.076595,0.750701,0.428191,0.759155,4.798267,0.808201,0.642887,3.337152,3.902095
0.929038,0.228306,1.681131,0.181157,0.811804,0.976187,5.972430,0.304549,0.294128,3.019632,2.982178
0.807832,-0.413808,0.181829,0.774492,0.037681,-0.380468,1.353319,0.140825,0.058368,1.350345,2.116475
0.399854,0.193856,0.588654,1.960545,1.177837,-1.366835,2.165817,1.154084,4.618407,3.142910,5.228033
0.730359,1.245450,0.915025,1.783563,-0.158445,0.192246,3.475435,1.632005,-0.565192,4.674397,4.055518
0.816998,1.131192,0.326626,0.172194,1.618148,1.775997,1.796877,0.056243,0.557271,2.447011,7.136071
1.939558,0.773751,0.257379,0.033377,1.893919,2.679932,2.711697,0.008591,0.126428,3.004066,8.378810
1.371074,1.352645,2.021559,1.130491,0.633144,1.593228,7.435752,2.285354,1.431526,5.875769,7.112391
1.391004,2.656702,0.881139,1.515195,-0.168808,2.532511,4.034422,1.335098,-0.511555,6.444040,4.950685
0.883172,0.882862,1.491403,0.423479,-0.257724,1.342555,5.357382,0.631579,-0.218282,3.680917,3.153170
0.812260,1.403140,1.755867,0.782724,0.994882,1.432676,6.079860,1.374358,1.557436,4.753990,5.844568
1.374526,0.534874,2.476793,-0.184168,0.100032,2.093568,8.804904,-0.456145,-0.036845,4.202025,2.466832
2.318452,1.883888,1.479407,0.748018,1.788892,3.454322,6.756672,1.106623,2.676247,6.429765,9.271966
0.797733,-0.086243,0.340775,1.465387,0.470867,-0.753897,1.820059,0.499368,1.380004,2.517653,4.109889
1.884545,0.389590,0.706317,1.403787,0.532448,0.870348,4.003497,0.991519,1.494888,4.384239,5.094075
0.588264,0.618755,0.691839,1.569000,2.982656,-0.361981,2.663781,1.085495,9.359573,3.467858,9.563525
0.770582,-0.612709,-0.128986,1.579118,1.173042,-1.421244,0.383624,-0.203685,3.704742,1.608006,2.648476
0.350597,0.890671,0.731665,0.016978,0.355684,1.224290,2.545593,0.012422,0.012078,1.989912,2.691907
1.043044,1.085620,1.541081,-0.072794,1.243993,2.201459,5.666286,-0.112182,-0.181111,3.596951,5.764310
1.012681,0.871298,1.643350,0.411097,0.965323,1.472883,5.942732,0.675576,0.793681,3.938426,4.685186
1.900899,1.280875,1.444921,1.168752,1.877764,2.013022,6.235662,1.688755,4.389280,5.795447,11.515884
-0.231912,1.914136,1.988432,0.964684,1.039997,0.717540,5.733383,1.918208,2.006537,4.635339,6.837501
0.257366,0.998511,0.320535,1.320596,1.278789,-0.064720,1.218972,0.423298,3.377529,2.897008,5.614050
-0.143304,1.620449,0.899726,1.843565,2.390242,-0.366420,2.555874,1.658704,8.813134,4.220436,9.602363
0.048159,3.103839,1.518064,0.373653,2.480507,2.778345,4.602351,0.567229,1.853697,5.043715,10.486946
0.317150,0.879466,0.269617,0.361961,1.190984,0.834656,1.126001,0.097591,0.862179,1.828195,4.304178
0.646997,1.283956,1.136658,1.294494,1.366203,0.636459,4.056970,1.471396,3.537082,4.362104,7.855875
0.267179,1.695872,2.031752,2.078427,0.986591,-0.115376,6.362435,4.222848,4.101116,6.073229,8.556355
3.153055,1.098462,1.019860,-0.317686,0.709952,4.569203,6.212635,-0.323995,-0.451084,4.953690,7.416215
0.180165,0.957538,0.839043,0.786754,1.484431,0.350949,2.697293,0.660120,2.335762,2.763499,6.693873
0.065006,1.771693,1.432954,0.655294,0.547088,1.181406,4.363867,0.939006,0.717007,3.924947,3.366355
1.021402,3.001524,0.680983,-0.251047,0.788346,4.273973,3.064351,-0.170958,-0.395823,4.452863,7.302438
1.777180,0.204838,1.095199,1.219985,0.997826,0.762032,5.062776,1.336126,2.434667,4.297202,5.291078
1.869872,2.528720,0.150165,2.255502,0.420828,2.143090,2.320366,0.338697,1.898357,6.804258,7.309833
1.104141,1.578289,-0.210925,0.984566,1.291212,1.697865,0.471366,-0.207669,2.542566,3.456071,7.081044
0.681253,1.156483,1.865360,1.719324,1.241931,0.118412,6.277333,3.207158,4.270562,5.422420,9.292713
0.950147,1.858130,2.051210,-0.315041,1.424689,3.123318,7.103777,-0.646216,-0.897672,4.544445,5.518834
1.131785,3.104402,2.235839,0.258719,-0.708048,3.977468,7.839302,0.578455,-0.366372,6.730746,4.747461
0.766891,-0.196491,0.138517,-0.923578,-0.116883,1.493978,1.182440,-0.127931,0.215901,-0.214663,-0.397250
1.506989,0.557747,1.212879,1.950211,1.989419,0.114524,5.145625,2.365369,7.759575,5.227825,8.783463
0.698090,1.527256,0.728343,1.477736,0.201021,0.747611,2.883118,1.076298,0.594113,4.431425,4.350909
1.762944,1.819118,1.063503,1.521009,0.974521,2.061053,4.953451,1.617597,2.964509,6.166573,7.791342
1.567680,1.248485,2.562825,1.906592,1.422015,0.909573,9.256155,4.886260,5.422403,7.285581,11.929181
-0.391631,1.249478,0.982665,1.082516,-0.095640,-0.224669,2.556365,1.063751,-0.207063,2.923029,2.726780
2.021633,2.490893,1.195167,0.855105,0.708113,3.657421,5.607136,1.021994,1.211022,6.562799,8.364457
1.635064,2.605267,1.043888,1.807053,1.216834,2.433278,4.766729,1.886361,4.397766,7.091272,10.030941
0.095459,1.337563,1.313164,2.597045,0.932122,-1.164023,4.034951,3.410346,4.841528,5.343231,7.832388
1.670791,0.530852,1.367859,1.774461,0.500120,0.427181,5.774369,2.427214,1.774888,5.343964,5.769187
